Nombre,Comuna,Direccion,Tipos,Lng,Lat,Ciudad,Icono,Id
Museo Chileno de Arte Precolombino,Santiago,"Bandera 361, Santiago, Región Metropolitana","['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",-33.4389304,-70.6521053,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/museum-71.png,ChIJ58cpbKTFYpYRw3pfdBEEHEQ
La Chascona,Providencia,"Fernando Márquez de La Plata 0192, Santiago, Providencia, Región Metropolitana","['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",-33.4311212,-70.6344175,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/museum-71.png,ChIJbWHLF5DFYpYRFqGp8hFH-04
Cancha los 56 Unidos,Lo Espejo,"Pasaje 24 Sur, Santiago, Lo Espejo, Región Metropolitana","['stadium', 'point_of_interest', 'establishment']",-33.5173718,-70.6950549,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,ChIJ7bsdJEDbYpYRw15LVrxvnsM
Barrio La Chimba Recoleta,Recoleta,"270, Av. Recoleta 16, Recoleta, Región Metropolitana","['tourist_attraction', 'point_of_interest', 'establishment']",-33.4304265,-70.6474758,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,ChIJoWQ1wb3FYpYR5Uq9KAm8g8M
La Bicicleta Verde,Recoleta,"Loreto 6, office 1, Recoleta, Región Metropolitana","['travel_agency', 'tourist_attraction', 'point_of_interest', 'establishment']",-33.4338169,-70.6428474,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,ChIJnZMvKpjFYpYR6yi4ikCqzzY
Cementerio General,Santiago,"Prof. Zañartu 951, Recoleta, Santiago, Región Metropolitana","['cemetery', 'tourist_attraction', 'point_of_interest', 'establishment']",-33.4145174,-70.6490896,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/cemetery_grave-71.png,ChIJBRYFdcTFYpYRxf1au__xJ-U
Centro Patrimonial Recoleta Dominica,Recoleta,"Av. Recoleta, Santiago, Recoleta, Región Metropolitana","['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",-33.4246747,-70.6444985,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/museum-71.png,ChIJxZX7WZXFYpYRy7EWWlJBxVA
Parque Bicentenario De La Infancia,Recoleta,"Avenida Perú con Delfín León, Av. Perú, Recoleta, Región Metropolitana","['tourist_attraction', 'park', 'point_of_interest', 'establishment']",-33.418957,-70.6398033,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/generic_recreational-71.png,ChIJ3aWgaevFYpYRULgseWAl5mg
La Chascona,Providencia,"Fernando Márquez de La Plata 0192, Santiago, Providencia, Región Metropolitana","['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",-33.4311212,-70.6344175,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/museum-71.png,ChIJbWHLF5DFYpYRFqGp8hFH-04
Sky Costanera,Providencia,"Andrés Bello 2425, Providencia, Región Metropolitana","['tourist_attraction', 'point_of_interest', 'establishment']",-33.4167134,-70.6067386,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,ChIJN4V0fkLPYpYRm2jflwE_YSA
Instituto Psiquiátrico Dr. José Horwitz Barak,Recoleta,"La Paz 841, Santiago, Recoleta, Región Metropolitana","['hospital', 'health', 'point_of_interest', 'establishment']",-33.4228217,-70.6508485,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/doctor-71.png,ChIJMdtUicDFYpYR76qbZkbOa1c
Hospital Universidad De Chile,Recoleta,"Santos Dumont, Recoleta, Región Metropolitana","['hospital', 'point_of_interest', 'establishment']",-33.4203956,-70.6531437,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/doctor-71.png,ChIJm29nv-rFYpYR8FL1_YyhaKE
Clínica Dávila,Recoleta,"Calle Patronato 344, Recoleta, Región Metropolitana","['hospital', 'point_of_interest', 'establishment']",-33.4275246,-70.6468095,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/doctor-71.png,ChIJv4q2FZbFYpYRDnPB1ytmJOI
Clínica Psiquiátrica de la Universidad de Chile,Recoleta,"La Paz 1009, Recoleta, Región Metropolitana","['hospital', 'point_of_interest', 'establishment']",-33.4199093,-70.6496788,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/doctor-71.png,ChIJZXika8HFYpYRv__rBlCTEqk
"Universidad San Sebastián, Sede Bellavista",Recoleta,"Recoleta Providencia, Bellavista 7, Recoleta, Región Metropolitana","['university', 'point_of_interest', 'establishment']",-33.4340757,-70.6360748,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/school-71.png,ChIJf-RN2gvFYpYRVP87Dpzt25U
Biblioteca Municipal Pedro Lemebel,Recoleta,"Inocencia 2705, Recoleta, Región Metropolitana","['library', 'point_of_interest', 'establishment']",-33.4019783,-70.64195140000001,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/school-71.png,ChIJm1nU0eHFYpYRpd4EW9OMK4E
Museo de Artes Decorativas,Recoleta,"Av. Recoleta 683, Recoleta, Región Metropolitana","['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",-33.4246287,-70.6451093,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/museum-71.png,ChIJr3tqXJXFYpYRgMCO3jM8Rsk
Centro Patrimonial Recoleta Dominica,Recoleta,"Av. Recoleta, Santiago, Recoleta, Región Metropolitana","['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",-33.4246747,-70.6444985,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/museum-71.png,ChIJxZX7WZXFYpYRy7EWWlJBxVA
Biblioteca Patrimonial Recoleta Domínica,Recoleta,"683, Recoleta, Región Metropolitana","['library', 'museum', 'point_of_interest', 'establishment']",-33.4244583,-70.6449674,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/museum-71.png,ChIJ6RtdX5XFYpYRwN-DJUCkTa0
La Chascona,Providencia,"Fernando Márquez de La Plata 0192, Santiago, Providencia, Región Metropolitana","['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",-33.4311212,-70.6344175,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/museum-71.png,ChIJbWHLF5DFYpYRFqGp8hFH-04
Estadio Popular de Recoleta Leonel Sánchez,Recoleta,"Av. Recoleta N° 3005, Recoleta, Región Metropolitana","['stadium', 'point_of_interest', 'establishment']",-33.3995484,-70.6413836,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,ChIJK7CSQwrGYpYRrXBpzi39c6Y
Hospital Clínico Mutual de Seguridad,Estación Central,"Av Libertador Bernardo O'Higgins 4848, Santiago, Estación Central, Región Metropolitana","['hospital', 'point_of_interest', 'establishment']",-33.4565408,-70.7007898,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/doctor-71.png,ChIJZXy3WYjEYpYRlW_DrqKPEt0
Clínica RedSalud Santiago,Estación Central,"Av Libertador Bernardo O'Higgins 4850, Santiago, Estación Central, Región Metropolitana","['hospital', 'health', 'point_of_interest', 'establishment']",-33.4574432,-70.7016232,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/doctor-71.png,ChIJJ3_79ojEYpYRAXns6LbUkl0
Hospital de Urgencia Asistencia Pública,Santiago,"Curicó 345, Santiago, Región Metropolitana","['hospital', 'point_of_interest', 'establishment']",-33.4436892,-70.6379906,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/doctor-71.png,ChIJe-Ejip3FYpYRUw0ILXsb0vc
Hospital San Juan de Dios,Santiago,"Huérfanos 3255, Santiago, Región Metropolitana","['hospital', 'point_of_interest', 'establishment']",-33.44238199999999,-70.6790012,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/doctor-71.png,ChIJwWTN_lDEYpYRF9diEhDR08g
Santo Tomas Estación Central,Santiago,"Exposición 85, Santiago, Región Metropolitana","['university', 'point_of_interest', 'establishment']",-33.4521332,-70.6781409,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/school-71.png,ChIJjcwZ9_jEYpYRC_jodwfqfls
Universidad de Santiago de Chile,Estación Central,"Av Libertador Bernardo O'Higgins, Estación Central, Región Metropolitana","['university', 'point_of_interest', 'establishment']",-33.4495902,-70.6801949,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/school-71.png,ChIJWzwH8lfEYpYRMxGnn6A2JDI
Departamento de Física - USACH,Estación Central,"Av. Ecuador 3493, Santiago, Estación Central, Región Metropolitana","['university', 'point_of_interest', 'establishment']",-33.4505322,-70.6838652,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/school-71.png,ChIJ55k3Y1jEYpYRdmSz69Pwn78
Escuela de Artes y Oficios,Estación Central,"El Belloto 3735, Santiago, Estación Central, Región Metropolitana","['university', 'point_of_interest', 'establishment']",-33.4501853,-70.6862893,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/school-71.png,ChIJ5enMx1jEYpYR4G_uYI5p-18
Universidad de Santiago de Chile,Estación Central,"Av Libertador Bernardo O'Higgins, Estación Central, Región Metropolitana","['university', 'point_of_interest', 'establishment']",-33.4495902,-70.6801949,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/school-71.png,ChIJWzwH8lfEYpYRMxGnn6A2JDI
Biblioteca Central Usach,Estación Central,"Enrique Kirberg 4, Santiago, Estación Central, Región Metropolitana","['university', 'library', 'point_of_interest', 'establishment']",-33.450303,-70.683266,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/school-71.png,ChIJB9EJb1jEYpYRImOpyko3_YA
Mallplaza Alameda,Estación Central,"Av Libertador Bernardo O'Higgins 3470, Santiago, Estación Central, Región Metropolitana","['shopping_mall', 'point_of_interest', 'establishment']",-33.4526695,-70.6822883,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,ChIJbY08lPfEYpYRVqkuIxQU-L8
Guiñazu Paseo Arauco Estacion,Estación Central,"Lib. Bdo. O`HIGGINS 3156, Santiago, Estación Central, Región Metropolitana","['shopping_mall', 'finance', 'point_of_interest', 'establishment']",-33.4518973,-70.67992679999999,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,ChIJh_eDEvjEYpYRjr3Sxn7NE0M
Tienda Toois,Estación Central,"Garland 89, Local 217, Santiago, Estación Central, Región Metropolitana","['shopping_mall', 'point_of_interest', 'establishment']",-33.4515315,-70.6776112,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,ChIJvfUqjfjEYpYRqddO4lDaSiM
Centro Comercial Persa Estación,Estación Central,"Av Libertador Bernardo O'Higgins 3410, Santiago, Estación Central, Región Metropolitana","['shopping_mall', 'point_of_interest', 'establishment']",-33.452748,-70.68086439999999,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,ChIJz7HBIfjEYpYRzeUj48sAV4A
Paseo Arauco Estación,Estación Central,"Av Libertador Bernardo O'Higgins 3250, Santiago, Estación Central, Región Metropolitana","['shopping_mall', 'point_of_interest', 'establishment']",-33.4522129,-70.67971039999999,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,ChIJHTN8cvTFYpYRJuX8e4_cbfE
Galeria Dragon De Oro,Estación Central,"Santiago, Estación Central, Región Metropolitana","['shopping_mall', 'point_of_interest', 'establishment']",-33.4505671,-70.67611529999999,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,ChIJBYDLpPfEYpYRCZjMpGSgfZY
Mall Costanera,Providencia,"Andrés Bello 2425, Providencia, Región Metropolitana","['shopping_mall', 'point_of_interest', 'establishment']",-33.4178955,-70.60753249999999,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,ChIJCacvhULPYpYRL-hmoN8b77o
Mall Plaza Lila,Santiago,"Salvador Sanfuentes 2647, Santiago, Región Metropolitana","['shopping_mall', 'point_of_interest', 'establishment']",-33.4509896,-70.67331519999999,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,ChIJYfIOE__EYpYR6yoG0GeheHQ
Mall Chino,Santiago,"Padre Alonso de Ovalle 1065, Santiago, Región Metropolitana","['shopping_mall', 'point_of_interest', 'establishment']",-33.4463762,-70.6505261,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,ChIJ_32DqqDFYpYR28bVqccWokQ
Casa Amarilla Portal Edwards,Santiago,"Av Libertador Bernardo O'Higgins 2702, Santiago, Región Metropolitana","['shopping_mall', 'point_of_interest', 'establishment']",-33.4503413,-70.67500249999999,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,ChIJT5lXV__EYpYRjjP8-WAYF3s
Nuevo mall chino,Santiago,"Sazié 2930, Santiago, Región Metropolitana","['shopping_mall', 'point_of_interest', 'establishment']",-33.452829,-70.676317,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,ChIJvYAyIvnEYpYR4mecVKud_bk
Mall Universo Chino Alameda,Santiago,"Avenida Liber Bernardo O'higgins 2939, Santiago, Región Metropolitana","['shopping_mall', 'point_of_interest', 'establishment']",-33.449476,-70.675061,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,ChIJy_7W_VXEYpYR3t--82UvEcw
CRAZY OUTLET,Santiago,"San Alfonso 562, Santiago, Región Metropolitana","['supermarket', 'shopping_mall', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",-33.4567766,-70.6751807,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,ChIJ4eaxivvEYpYR59lz5zpHNLE
Mall Parma,Santiago,"Santiago, Región Metropolitana","['shopping_mall', 'point_of_interest', 'establishment']",-33.4538982,-70.6761016,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,ChIJZ8hROPnEYpYRTfKshgN94hI
Parque Arauco,Las Condes,"Av Presidente Kennedy 5413, Las Condes, Región Metropolitana","['shopping_mall', 'point_of_interest', 'establishment']",-33.4021934,-70.57824939999999,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,ChIJRwJopCjPYpYRFLSKf8FBgSc
Museo Colección Jedimar,Estación Central,"San Francisco de Borja 1240, Santiago, Estación Central, Región Metropolitana","['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",-33.4646107,-70.6807757,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/museum-71.png,ChIJY9AchOXEYpYRG07D-ggL_Qc
SAR YAZIGI (URGENCIAS),Lo Prado,"Caleta Iquique 214, Lo Prado, Región Metropolitana","['hospital', 'point_of_interest', 'establishment']",-33.451803,-70.715487,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/doctor-71.png,ChIJFyEJR3_EYpYRMMUHGB-c_0g
veterinaria San Vicente,Renca,"Av. Brasil 7792, Renca, Región Metropolitana","['hospital', 'point_of_interest', 'establishment']",-33.3989199,-70.74777879999999,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/doctor-71.png,ChIJESaA7JLBYpYRTb49VfIx97Y
Municipalidad de Renca,Renca,"Blanco Encalada 1335, Renca, Región Metropolitana","['city_hall', 'local_government_office', 'point_of_interest', 'establishment']",-33.4045125,-70.7041665,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/civic_building-71.png,ChIJcZa6kqXGYpYRaGIcznGmaac
INACAP sede Renca,Renca,"Bravo de Saravia 2980, Renca, Región Metropolitana","['university', 'point_of_interest', 'establishment']",-33.405348,-70.6826552,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/school-71.png,ChIJ213SOp3GYpYRNvYx9rY6n7I
"Colegio Andes, DUOC UC",Renca,"Av. Domingo Sta. María 3640, Renca, Región Metropolitana","['university', 'school', 'point_of_interest', 'establishment']",-33.40846,-70.69572000000001,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/school-71.png,ChIJKTuJXqDGYpYRic6iz3bQ2pk
Centro Artesanal Santa Lucia,Santiago,"Santiago, Santiago Metropolitan","['shopping_mall', 'point_of_interest', 'establishment']",-33.4426869,-70.64389299999999,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,ChIJWQPGvJ_FYpYRvEbLji0RT_M
Museo Chileno de Arte Precolombino,Santiago,"Bandera 361, Santiago, Región Metropolitana","['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",-33.4389304,-70.6521053,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/museum-71.png,ChIJ58cpbKTFYpYRw3pfdBEEHEQ
Museo Nacional de Historia Natural,Quinta Normal,"Parque, Santiago, Quinta Normal, Región Metropolitana","['tourist_attraction', 'museum', 'point_of_interest', 'establishment']",-33.442005,-70.68171699999999,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/museum-71.png,ChIJEQzTm1rEYpYR9UxlehkVsus
Estadio Municipal de Renca,Renca,"Av. Domingo Sta. María 4043, Renca, XIII Metropolitana de Santiago","['stadium', 'point_of_interest', 'establishment']",-33.4060993,-70.70210399999999,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,ChIJJSk5d6bGYpYRwZGqTUdRn9A
Centro Médico Salud Asistencia,Huechuraba,"Pedro Fontova 7323, Huechuraba, Región Metropolitana","['hospital', 'health', 'point_of_interest', 'establishment']",-33.3543703,-70.6703684,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/doctor-71.png,ChIJgfYenAfHYpYRnMpk0uYxGHY
Medicos a Domicilio Huechuraba,Huechuraba,"Pedro Fontova 6251, Huechuraba, Región Metropolitana","['hospital', 'point_of_interest', 'establishment']",-33.3663065,-70.67048679999999,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/doctor-71.png,ChIJywZLbP_GYpYRcsuukqwsITg
ExpoHospital,Huechuraba,"Av. El Salto 5000, Santiago, Huechuraba, Región Metropolitana","['hospital', 'point_of_interest', 'establishment']",-33.385305,-70.62263899999999,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/doctor-71.png,ChIJ5afmv6bFYpYRkW2VDQL1zgE
"Universidad Mayor, Huechuraba",Huechuraba,"Camino La Pirámide 5750, Huechuraba, Región Metropolitana","['university', 'point_of_interest', 'establishment']",-33.3775432,-70.6135419,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/school-71.png,ChIJD8wXsbrIYpYRIOBfjkm5d2s
"Facultad Economía Y Empresa, Universidad Diego Portales",Huechuraba,"Sta Clara 797, Huechuraba, Región Metropolitana","['university', 'point_of_interest', 'establishment']",-33.393169,-70.6126824,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/school-71.png,ChIJRZq4_qzIYpYRugrUfEVSZ28
"Universidad Mayor, Huechuraba",Huechuraba,"Camino La Pirámide 5750, Huechuraba, Región Metropolitana","['university', 'point_of_interest', 'establishment']",-33.3775432,-70.6135419,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/school-71.png,ChIJD8wXsbrIYpYRIOBfjkm5d2s
Biblioteca Municipal de Huechuraba,Huechuraba,"Av. Recoleta 5640, Huechuraba, Región Metropolitana","['library', 'point_of_interest', 'establishment']",-33.3739421,-70.6370417,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/school-71.png,ChIJjYjEezzGYpYRtKhkopgBxMw
Mallplaza Norte,Huechuraba,"Av. Américo Vespucio 1737, Huechuraba, Región Metropolitana","['shopping_mall', 'point_of_interest', 'establishment']",-33.3656145,-70.67851460000001,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,ChIJE38BusHHYpYR1tJe9xjEWus
Paris Plaza Norte,Huechuraba,"Pedro Fontova, Santiago, Huechuraba, Región Metropolitana","['shopping_mall', 'subpremise', 'furniture_store', 'home_goods_store', 'point_of_interest', 'clothing_store', 'store', 'establishment']",-33.3648237,-70.6797078,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,ChIJ8TwFZPzGYpYRJFJnn1Sac6I
Mueble Center,Huechuraba,"Av. Américo Vespucio 1849, Huechuraba, Región Metropolitana","['shopping_mall', 'point_of_interest', 'establishment']",-33.3664716,-70.6829858,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,ChIJK99W6eLGYpYR-nQf4cEkjTs
Fontova Strip Center,Huechuraba,"Avenue Pedro Fontova, Santiago, Huechuraba, Región Metropolitana","['shopping_mall', 'point_of_interest', 'establishment']",-33.3662233,-70.67015239999999,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,ChIJ1Z-ob__GYpYRXzAbQxmR2gQ
Toyota Portillo,Huechuraba,"Santa Elena de Huechuraba 1145, Huechuraba, Región Metropolitana","['shopping_mall', 'point_of_interest', 'establishment']",-33.3703758,-70.66261539999999,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,ChIJiciPz1DGYpYRoV_q9E9q9MM
Casacostanera,Vitacura,"Nueva Costanera 3900, Vitacura, Región Metropolitana","['shopping_mall', 'lodging', 'point_of_interest', 'establishment']",-33.3984818,-70.598562,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,ChIJf1_KckrPYpYRnmQts-8Uaok
Mall Costanera,Providencia,"Andrés Bello 2425, Providencia, Región Metropolitana","['shopping_mall', 'point_of_interest', 'establishment']",-33.4178955,-70.60753249999999,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,ChIJCacvhULPYpYRL-hmoN8b77o
Centro Artesanal Santa Lucia,Santiago,"Santiago, Santiago Metropolitan","['shopping_mall', 'point_of_interest', 'establishment']",-33.4426869,-70.64389299999999,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,ChIJWQPGvJ_FYpYRvEbLji0RT_M
Patio Bellavista,Providencia,"Bellavista, Providencia, Región Metropolitana","['shopping_mall', 'point_of_interest', 'establishment']",-33.4342079,-70.63497219999999,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,ChIJJa8lBEHFYpYRzlf94u7FVE0
Easton Outlet Mall,Quilicura,"Pdte Eduardo Frei Montalva, Quilicura, Región Metropolitana","['shopping_mall', 'point_of_interest', 'establishment']",-33.3346543,-70.71235899999999,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,ChIJ6-A5HEzHYpYR6FpaJ_wvLx4
Arauco Premium Outlet Buenaventura,Quilicura,"San Ignacio 500 Y 300, Quilicura, Región Metropolitana","['shopping_mall', 'point_of_interest', 'establishment']",-33.3320303,-70.7035477,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,ChIJ2wJIr1DHYpYRjy660q7bjhk
Parque Arauco,Las Condes,"Av Presidente Kennedy 5413, Las Condes, Región Metropolitana","['shopping_mall', 'point_of_interest', 'establishment']",-33.4021934,-70.57824939999999,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,ChIJRwJopCjPYpYRFLSKf8FBgSc
Rittal,Quilicura,"Galvarino 8501, Quilicura, Región Metropolitana","['shopping_mall', 'point_of_interest', 'establishment']",-33.341196,-70.7012422,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,ChIJ25vUhEbHYpYRyuVeQf2OeTE
Mall VIVO El Centro,Santiago,"Paseo Puente 689, Santiago, Región Metropolitana","['shopping_mall', 'point_of_interest', 'establishment']",-33.4351985,-70.6507637,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,ChIJ5fcWVbvFYpYRvVxovGY8XTQ
Alto Las Condes,Las Condes,"Av. Pdte. Kennedy Lateral 9001, Las Condes, Región Metropolitana","['shopping_mall', 'point_of_interest', 'establishment']",-33.390815,-70.545992,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,ChIJJbk1aLTOYpYRZPW8D7EnOc0
Casa Bosch Vitacura,Vitacura,"Alonso de Córdova 4213, Vitacura, Región Metropolitana","['shopping_mall', 'point_of_interest', 'establishment']",-33.4032561,-70.5895333,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,ChIJ-42IhDDPYpYRf5YwcSboolc
Museo Chileno de Arte Precolombino,Santiago,"Bandera 361, Santiago, Región Metropolitana","['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",-33.4389304,-70.6521053,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/museum-71.png,ChIJ58cpbKTFYpYRw3pfdBEEHEQ
La Chascona,Providencia,"Fernando Márquez de La Plata 0192, Santiago, Providencia, Región Metropolitana","['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",-33.4311212,-70.6344175,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/museum-71.png,ChIJbWHLF5DFYpYRFqGp8hFH-04
Estadio Municipal de Huechuraba,Huechuraba,"Guillermo Subiabre 1015, Santiago, Huechuraba, Región Metropolitana","['stadium', 'point_of_interest', 'establishment']",-33.3699887,-70.6421271,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,ChIJH9_CMzjGYpYRyXIqqUdfsmc
Viña Santa Carolina,Macul,"Til Til 2228, 圣地亚哥, Macul, Región Metropolitana","['tourist_attraction', 'travel_agency', 'bar', 'food', 'point_of_interest', 'store', 'establishment']",-33.4757808,-70.6170755,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png,ChIJ8wBhvfnPYpYRw_zzcBPGMNY
Sapu Macul,Macul,"Las Encinas, SAPU Rosita Renard, Macul, Región Metropolitana","['hospital', 'point_of_interest', 'establishment']",-33.478751,-70.594917,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/doctor-71.png,ChIJbRLfn9_PYpYRlbFBKqLYUmk
Centro Medico San Joaquín,Macul,"Vicuña Mackenna 4686, Macul, Región Metropolitana","['hospital', 'doctor', 'dentist', 'health', 'point_of_interest', 'establishment']",-33.496805,-70.615409,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/doctor-71.png,ChIJX_vy1g7QYpYRTgV5Z9HXfx0
Centro Odontologico Macul,Macul,"Arturo Prat 4357, Macul, Región Metropolitana","['hospital', 'point_of_interest', 'establishment']",-33.4937023,-70.6147099,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/doctor-71.png,ChIJK4LH9gXQYpYRLCoFtWtocJw
Clinica UC.,Macul,"Macul, Región Metropolitana","['hospital', 'point_of_interest', 'establishment']",-33.4959872,-70.6077435,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/doctor-71.png,ChIJoV0KsRHQYpYR8rzQPiuZueg
Centro Medico Enmanuel y Cia.,Macul,"Escuela Agrícola 1579, Macul, Región Metropolitana","['hospital', 'point_of_interest', 'establishment']",-33.4915703,-70.6161892,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/doctor-71.png,ChIJxxQRhwbQYpYRzNS5lbcLM-E
Clinica Hospital Clinico Universidad de Chile,Peñalolén,"Mar Tirreno 3349, Penalolen, Peñalolén, Región Metropolitana","['hospital', 'point_of_interest', 'establishment']",-33.4876434,-70.57689069999999,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/doctor-71.png,ChIJfUzy6cbFYpYRwvkoDxS67qs
Manuel sanchez clinica,Macul,"Manuel Sánchez 3267-3287, Macul, Región Metropolitana","['hospital', 'point_of_interest', 'establishment']",-33.4750316,-70.597599,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/doctor-71.png,ChIJfXfaNKPPYpYRFF0eCklOM7E
Examenes Practicos,Macul,"Vicuña Mackenna 4686, Macul, Región Metropolitana","['hospital', 'point_of_interest', 'establishment']",-33.4969193,-70.6152247,Santiago,https://maps.gstatic.com/mapfiles/place_api/icons/doctor-71.png,ChIJ_fWT3GPRYpYR6uyH_3f_9TQ
